Date,S&P500,Obligations,Bitcoin,Ethereum,BNB,UNI,USDT
2024-01-03,-0.008016314922730805,0.002394963733406419,-0.04692812036242189,-0.06158087263741796,0.014602399252646281,-0.04888887394202457,0.00014988929281667396
2024-01-04,-0.0034283812973570083,-0.006025445277387909,0.03108057856532498,0.02636019798833411,0.021912121951856545,0.032710257495506045,0.0003747862044842787
2024-01-05,0.0018256861788026324,-0.003657911647647616,-0.0003900067727314882,-0.00017226204489362296,-0.01900407639768098,0.0,-0.00015481231091318826
2024-01-06,0.0,0.0,-0.003928567037593367,-0.011911266210730354,-0.03041670660208684,-0.004524855593738053,-0.00028477965308337794
2024-01-07,0.0,0.0,-0.0010479313368322307,-0.008368389496710593,-0.01593258250948615,0.0,1.5011483785132285e-05
2024-01-08,0.014114629309846638,0.00335683222236538,0.06889378335779228,0.04956067963271038,0.005315000316872931,0.06818180765886384,-7.982177108845079e-06
2024-01-09,-0.0014779006799081618,-0.0004183047970079956,-0.017687130611972357,0.005055408575588727,-0.011574014451382397,-0.19574468559403713,-0.00043270893545166444
2024-01-10,0.00566597189372442,-0.0015686925170965704,0.010577584004972662,0.10119141078079541,0.013691211608551024,0.01058201424855687,5.792609559884809e-05
2024-01-11,-0.0006710555783868699,0.005342303325312825,-0.005558733892443213,0.014529094117638142,0.011814856503377325,-0.005235565795342678,2.3002240513658734e-05
2024-01-12,0.0007509755941104146,0.0027093734714584983,-0.06628402455760396,-0.036325484903951155,-0.03910264325224255,-0.07368423309993277,-0.00033793447015018074
2024-01-13,0.0,0.0,-0.0002516769882185965,0.020653007406344237,0.018868029350245008,0.0,6.700171897566776e-05
2024-01-14,0.0,0.0,-0.0244177193838242,-0.04050173658734413,-0.010508529205774497,-0.028409058963914213,-0.0004859683421399863
2024-01-15,0.0,0.0,0.01712351907901466,0.01582473361444947,0.06191555857889641,0.017543822324747493,0.00023311343899878878
2024-01-16,-0.0037313402367431525,-0.008105575592015524,0.015124600939588229,0.030392806292802277,-0.007371677459753201,0.017241343262495157,0.00014601221792553964
2024-01-17,-0.005616897183990499,-0.003247879273108434,-0.009553782672285682,-0.022924597112815248,-0.019480830032217122,-0.011299439208793949,-0.0006810722945274073
2024-01-18,0.008805260963896,-0.0022071365146236754,-0.034639725632667706,-0.024264882460276693,0.013612707602899343,-0.034285643961365575,1.7001128576721314e-05
2024-01-19,0.012313502764936146,0.00010530612169179498,0.00863620644230223,0.009112105809166549,0.0032160589426377673,0.011834323093319332,-1.902900987482692e-05
2024-01-20,0.0,0.0,0.0011336255217606617,-0.007997363142403069,0.008463057130708718,0.0,0.0001250927681883951
2024-01-21,0.0,0.0,-0.0028752933279206916,-0.006347624922185768,0.0042854152613509555,-0.005847997507662184,0.00012811905481080466
2024-01-22,0.0021943252026270788,0.0030544833090933032,-0.049064374667218136,-0.05830959162402838,-0.040467881871792066,-0.04705883964234614,-0.0005863021776733035
2024-01-23,0.002921374261968035,-0.0025203098971772198,0.008560013431039293,-0.030352942295125973,-0.023026389410664483,0.0061728866374761715,0.0003944391126537994
2024-01-24,0.0008119284117831249,-0.0028423125316971998,0.005810521700930993,-0.0031795028247356694,-0.017802949223565845,0.006134926604472346,0.0004903790329888746
2024-01-25,0.005260365527706368,0.004328475751240957,-0.0035747525934159974,-0.007096988643921831,-0.003999262808698889,0.0,-2.0032428686311832e-05
2024-01-26,-0.0006517852510764532,-0.0017868613777376474,0.04715459322091098,0.022315585616102362,0.035621875068931885,0.04268298634404477,0.0002690719099895933
2024-01-27,0.0,0.0,0.007250269707417489,0.0003026990938410634,0.01159982540502269,0.01169582481708531,6.097640570734697e-05
2024-01-28,0.0,0.0,-0.002005242826170095,-0.004708017139361198,-0.002776794313853248,-0.005780306951343239,-4.601262462444744e-05
2024-01-29,0.007556774896180896,0.006002407031383994,0.029799801358818767,0.02651747163790663,0.01879622844623796,0.029069734977947403,0.00012409675207458726
2024-01-30,-0.0006006499345398986,0.0013608842505232754,-0.007753530092744043,0.011838016077853064,-0.010444757437178875,-0.0056496784973334435,-9.702422876167738e-05
2024-01-31,-0.016105744611597972,0.008363046269348029,-0.00861423582021903,-0.02642328277923489,-0.0231301648575738,-0.005681861401646171,0.0
2024-02-01,0.012493688211609788,0.006193753822555603,0.011581441842771323,0.009323048929214206,-0.0005832204825407805,0.011428575705218158,-9.500714222465678e-05
2024-02-02,0.01068444607751462,-0.010538819661944143,0.0025556346111748063,0.0018288626271742991,0.0032616373618821193,0.0,-0.00021900213708891947
2024-02-03,0.0,0.0,-0.0044831659668692625,-0.005199115184661651,-0.004709347537546149,-0.0056496784973334435,9.599092987078173e-05
2024-02-04,0.0,0.0,-0.009505619472114146,-0.002827560592065126,0.016672753483510494,-0.005681861401646171,-9.00201191985639e-05
2024-02-05,-0.0031863375266721894,-0.009732172868575972,0.0017632602500394778,0.0040806224708709316,-0.012732825672030046,0.0,-0.0009252635770012896
2024-02-06,0.0023104108269635937,0.005389476291771889,0.009986338686479135,0.03189061801573012,0.006169468934313249,0.011428575705218158,0.001188458625556832
2024-02-07,0.008241457963390042,-0.0017866660333473172,0.028630850081180936,0.021728004179265792,0.016267834340772946,0.0282486391284833,-0.00015801475766030748
2024-02-08,0.0005705832608251526,-0.003264378874763385,0.022188248784866804,-0.0015837568973957605,0.036528093153462615,0.02197802900685275,0.0003711042327163572
2024-02-09,0.0057423415255595245,-0.0017958945439116025,0.040741037427910465,0.02793873689875137,0.015587444828561114,0.0376343812616351,0.00029486627564101475
2024-02-10,0.0,0.0,0.013236801662479536,0.005512587075457986,-0.0021874985864610563,0.015544009025772354,-0.00017181561444079563
2024-02-11,0.0,0.0,0.010940478338881565,0.002535668266889557,-0.007261213184062698,0.010204085420783215,-3.9088214951132905e-05
2024-02-12,-0.0009489536011326738,0.0009525428661190105,0.034461993507690414,0.060036360595147054,0.02231094776934306,0.03535358509221398,0.0
2024-02-13,-0.013674255653625456,-0.010538819661944143,-0.004319233922406296,-0.005993216346274366,-0.009380808217761882,-0.004878085831202084,0.0003129562952839393
2024-02-14,0.009579763275017639,0.0037419169038208633,0.041900916949929146,0.05136545149773286,0.028866309037186566,0.044117698460100385,0.0003397837440879403
2024-02-15,0.005821250684729495,0.002768997164163123,0.0021583350882306007,0.016730812227639058,0.06122689720734087,0.0,1.2028927546037238e-05
2024-02-16,-0.0048034698371121065,-0.004354627276978218,0.004267512618200353,-0.007324619212465078,0.01742141812676823,0.004694802964787526,-0.00029178730682344334
2024-02-17,0.0,0.0,-0.009532306269177337,-0.006070139812886177,-0.02211826557444252,-0.009345797569743963,-0.0002927063928529483
2024-02-18,0.0,0.0,0.008895163192163213,0.03313106792926823,-0.009147280292539972,0.009433965501602026,-0.00012202649786330344
2024-02-19,0.0,0.0,-0.006588364620277343,0.022430254937596983,0.006083094431091229,-0.009345797569743963,-0.00013491294301359869
2024-02-20,-0.006005322001165325,0.0017067119654834428,0.009767068832988945,0.02375647368863687,0.008688919991863386,0.009433965501602026,6.794236199092474e-05
2024-02-21,0.001264199922982101,-0.003194951475000485,-0.008524364120598982,-0.014318281375232278,0.0667112078836749,-0.004672864785339237,-0.00015601843806589688
2024-02-22,0.02112288421741404,0.00010696768202644868,-0.010305082651198116,0.0002194536901753974,0.009173316383840557,-0.014084545531447556,-0.0006539134373817479
2024-02-23,0.0003479475462115911,0.00459348909425894,-0.011168964874795462,-0.01661023205546175,-0.01751440520683678,-0.009523812823700739,0.000538336045391441
2024-02-24,0.0,0.0,0.016540904827679226,0.02420809632265497,0.01711531919128717,0.014423116949089598,0.00016196233734855348
2024-02-25,0.0,0.0,0.003143945229742817,0.04020580227502868,0.017836431968539568,0.004739303480632673,-0.0001559760027015633
2024-02-26,-0.003786751350190576,-0.0014887576510553835,0.053914352844811164,0.021298694046122835,0.033694775151521084,0.051886775939943064,0.0008140988059746057
2024-02-27,0.0017063496993998672,-0.0022365935754733446,0.04700762695380023,0.0206120684504405,-0.016552609298319032,0.04932740459125551,-0.00036368483617688074
2024-02-28,-0.001658155060430544,0.003629146960425267,0.09493531994124749,0.04351478842287437,0.052597974676620085,0.09595959447475,0.0007066608926236118
2024-02-29,0.005229094697149161,0.00202071423137129,-0.020900898468654838,-0.012932076026531347,-0.038465564161607735,-0.19574468559403713,-0.0006582905309527876
2024-03-01,0.00800782894888763,0.004565359938485614,0.020298739001094468,0.02786849665007196,0.020091223255907398,0.018518552452895687,0.00027585861739432005
2024-03-02,0.0,0.0,-0.006578811548619723,-0.003785719397915277,0.007785743219241192,-0.007272676857955518,-7.195363041212488e-05
2024-03-03,0.0,0.0,0.01833832389535761,0.020146944548209422,0.00826111767232729,0.01831494372884568,-0.00015487822937487739
2024-03-04,-0.0011932620709189656,-0.0022246878178329155,0.08173591649219114,0.039942835603055116,0.0112320716689156,0.08273381709182903,0.0008396891898863057
2024-03-05,-0.010193100883444606,0.00615759257186399,-0.06628402455760396,-0.02078793930730316,-0.05816617389921874,-0.19574468559403713,1.690589298952716e-05
2024-03-06,0.005141103203274655,0.0024270747434826934,0.03613733749494208,0.07433596350833915,0.08703711550851523,0.031249933682684583,-0.0008618288057260504
2024-03-07,0.010304127925951478,0.0016843191596207507,0.012384196927533564,0.01443259270225794,0.09541073698409064,0.08080811050247516,0.0009555140812318452
2024-03-08,-0.0065285190034379825,0.0007353890587196155,0.020539401213709896,0.0045719642318817755,0.026938312057717573,0.02336445992529468,0.0007879424215153641
